,text,level
403,ولكم سرت عمدا بين المقابر في الظلام الحالك,5
404,ولكم سرت متعمدا بين المقابر في الظلام الحالك,4
405,ولكم سرت متعمدا بين القبور في الظلام الداكن,3
406,آملا أن أرى واحدا,4
407,متمنيا أن أرى واحدا,3
408,فصاحت به نجية ماذا تقول,3
409,أمجنون أنت,3
410,فلم يغضب إبراهيم لأنه كان أعرف بها من أن يثيره كلامها ولم يزد على أن قال لها وما الضرر,3
411,الضرر,3
412,أحذر أن تصنع هذا هنا,4
413,انتبه أن تصنع هذا هنا,3
414,لقد كان أحمد خادمنا عائدا على حماره من المحطة في بعض الليالي,3
415,فلما دنا من البيت وقف الحمار بغتة,4
416,فلما دنا من البيت وقف الحمار فجأة,3
417,ونشر أذنيه وأدار رأسه,3
418,ونظر أحمد فإذا الطريق قد سده مارد,4
419,ونظر أحمد فإذ الطريق قد سده جن,3
420,ولكن الله ألهمه أن يتلو آيات من كتاب الله,4
421,ولكن الله أوحى له أن يتلو آيات من كتاب الله,3
422,وأن يستحث الحمار فنجا ولم يكد,4
423,وأن يحث الحمار فنجا ولم يوشك,3
424,فحاذر أن تخرج في الليل وحدك,4
425,فحاذر أن تخرج في الليل بمفردك,3
426,إنك لست في مصر,3
427,ولا آمن عليك إن خرجت,3
428,وسأمر على الخدم أن يخبروني كلما هممت بذلك,4
429,وسأمر على الخدم أن يخبروني كلما نويت ذلك,3
430,يجب أن تعود سليما إلى بيتك,3
432,وكانوا قد فرغوا من الطعام,3
433,فمضت به شوشو إلى غرفة أخرى,4
434,فسارت به شوشو إلى غرفة أخرى,3
435,وجلست إلى جانبه تستخبره عن المستشفى,5
436,وجلست إلى جانبه تسأله عن المستشفى,3
437,وكيف كان يقضي لياليه فيها,3
438,ومن كان يؤنسه في وحدته,4
439,ومن كان يلاطفه في انفراده,3
440,وكان يوجز ما استطاع في أجوبته,3
441,وتأبى هي إلا الإطناب وتلح فيه قل لي,5
442,وتأبى هي إلا التطويل وتلح فيه قل لي,3
443,قل بالله ( وأحاطت عنقه بذراعها اليمنى ) أكنت تقضي الليل كله وحدك,4
444,قل بالله ( وأحاطت عنقه بذراعها اليمنى ) أكنت تقضي الليل كله بمفردك,3
445,نعم,3
446,ألا يجالسك أحد,3
447,الزوار,3
448,وإذا لم يزرك أحد,3
449,أنا أحب الوحدة,4
450,أنا أحب الانفراد,3
451,ولكن هبني مكانك,5
452,ولكن ظنني مكانك,3
453,فأنا لا أحب الوحدة ولا أطيقها,4
454,فأنا لا أحب الانفراد ولا أتحمله,3
455,هناك الممرضات,3
456,آه,3
457,أهن شابات أم عجائز,3
458,لا أعرف إلا المستشفى الذي كنت فيه,3
459,حدثني عنه إذا,3
460,لماذا لا تتكلم,3
461,إن هذه ليست عادتك,3
462,أهناك شيء لا يصح أن أعرفه,3
463,كلا,3
464,إذا لماذا تأبى الكلام عن المستشفي,3
465,لأنها ذكرى,3
466,تؤلمنى,3
467,هذا صحيح,3
468,ولكنك جدير بأن تحمد الله على شفائك مع ذلك,3
469,فصمت قليلا وقال وهو مطرق لا أدري,5
470,فصمت قليلا وقال وهو منحني لا أدري,3
471,فاعتدلت ونظرت إليه بعينيها العميقتين,3
472,ووضعت يمناها على جبينه,3
473,ورفعت رأسه وسألته كيف لا تدري,3
474,لست أفهم,3
475,فقال وجفنه مرخى,5
476,فقال وجفنه منخفض,3
477,ونظرته إلى الأرض,3
478,وإصبعه ينفض السيجارة,3
479,شوشو,3
480,اسمعي,3
481,إنك لا تزالين صغيرة,3
482,كلا,3
483,لست صغيرة,3
484,أنا أطول منك,3
485,أما ترى,3
486,ونهضت ورفعت أطراف كفيها إلى كتفيها,4
487,ونهضت ورفعت جوانب كفيها إلى كتفيها,3
488,وعيناها إلى صدرها ثم هوت يديها إلى ركبتيها ووضعتهما عليهما,4
489,وعيناها إلى صدرها ثم نزلت يديها إلى ركبتيها ووضعتهما عليهما,3
490,وانحنت إليه,3
491,وحدقت في وجهه باسمة,3
492,وهمت بالكلام,4
493,ونوت الكلام,3
494,ولكن هيئته صدتها,4
495,ولكن شكله صدها,3
496,فأسرعت إلى مكانها بجانبه وجذبته من كتفه وقالت مالك,4
497,فأسرعت إلى مكانها بجانبه وسحبته من كتفه وقالت مالك,3
498,قل لي,3
499,فقال وهو منحن إلى الأرض لا شيء,3
500,اطمئني,3
501,كل شيء,3
502,كل ماذا,3
503,فنهض ومضى إلى النافذة ويداه في جيبي معطفه,4
504,فنهض وسار إلى النافذة ويداه في جيبي معطفه,3
505,وجعل ينظر من خلال الزجاج دون أن يرى شيئا,4
506,وجعل ينظر من خلال الزجاج بلا أن يرى شيئا,3
507,ولحقت به ووقفت إلى يساره هنيهة,5
508,ولحقت به ووقفت إلى يساره لحظة,3
509,فلما لم يلتفت إليها طوقته بذراعيها وقالت وهي تجذبه جذبة بعد كل كلمة إبراهيم,4
510,فلما لم يستدير إليها أحاطته بذراعيها وقالت وهي تسحبه سحب بعد كل كلمة إبراهيم,3
511,ابن خالتي,3
512,مالك,3
513,تكلم,3
514,لست أفهم,3
515,ربما كان خيرا لك ألا تفهميني,3
516,فأدارت إليه وجهها وقالت ولكني لا أستطيع أن أراك هكذا,3
517,ألست بنت خالتك,3
518,أم أنت تستصغرنى,4
519,أم أنت تستهين بى,3
520,كلا يا شوشو,3
521,قل لي إذا ولا تدعني أتألم من أجلك هكذا بسبب جهلي ما يؤلمك,5
522,قل لي إذا ولا تتركني أتألم بسببك هكذا بسبب جهلي ما يؤلمك,3
523,ماذا أقول,3
524,لقد دخلت المستشفى لأتداوى من مرض فشفيت,4
525,لقد دخلت المستشفى لأتعالج من مرض فشفيت,3
526,ولكني خرجت بمرض جديد شر ما فيه أنه لاطبيب له,3
527,إلا,3
528,إلا من,3
529,قل أسرع,3
530,لا أقوى على أكثر من هذا يا شوشو,3
531,بل أقول إني ما أتيت إلى هنا إلا لأتداوى ولكن بلا جدوى على ما يظهر,4
532,بل أقول إني ما أتيت إلى هنا إلا لأتعالج ولكن بلا فائدة على ما يظهر,3
533,فجرى ببال شوشو خاطر لمحت إليه ومنعها الحياء والأدب والمحافظة على كرامة ابن خالتها أن تفصح عنه وجعلت تتمتم آ,5
534,فجرى ببال شوشو خاطر لمحت إليه ومنعها الحياء والتهذيب والمحافظة على كرامة ابن خالتها أن تفصح عنه وجعلت تتمتم آ,3
535,سامحني ولكن أأنت في حاجة إلى,3
536,ما,3
537,فالتفت إليها بسرعة وقد أدرك غرضها ولم يدعها تتم الكلمة وصاح وقد فاضت نفسه بالإحساس المكتوم,5
538,فالتفت إليها بسرعة وقد أدرك غرضها ولم يتركها تتم الكلمة وصاح وقد فاضت نفسه بالإحساس المكتوم,4
539,فاستدار إليها بسرعة وقد أدرك غرضها ولم يتركها تتم الكلمة وصاح وقد امتلأت نفسه بالإحساس المكتوم,3
540,يا بلهاء,3
541,وانطلق هاربا من الغرفة,4
542,وذهب هاربا من الغرفة,3
543,وخلفها واقفة مبهوتة واجمة تحملق في أثره وفمها مفتوح من الدهشة,5
544,وخلفها واقفة مندهشة صامتة تحملق في أثره وفمها مفتوح من الدهشة,4
545,وتركها خلفه واقفة مندهشة صامتة تحدق في أثره وفمها مفتوح من الدهشة,3
546,حتى كأنما أحالها بصيحته هذه تمثالا للبلاهة,4
547,حتى كأنما حولها بصيحته هذه تمثالا للبلاهة,3
548,,3
549,الفصل الرابع,3
550,إلى أن يفيح النهار وتنهزم الظلال اذهب إلى جبل المر وإلى تل اللبان,3
551,قبل أن نتقدم بخطوة أخرى في هذا التاريخ — أو في هذه الفترة من حياة صاحبنا إبراهيم — نكر راجعين بالقارئ بضعة أسابيع لنجلو ما عساه يكون مشكلا مما أسلفنا قصة في الفصل السابق,5
552,قبل أن نتقدم بخطوة أخرى في هذا التاريخ — أو في هذه الفترة من حياة صاحبنا إبراهيم — نعود راجعين بالقارئ بضعة أسابيع لنجلو ما عساه يكون مشكلا مما أسلفنا ذكره في الفصل السابق,4
553,قبل أن نتقدم بخطوة أخرى في هذا التاريخ — أو في هذه الفترة من حياة صاحبنا إبراهيم — نعود راجعين بالقارئ بضعة أسابيع لنوضح ما عساه يكون مشكلة مما سبقنا ذكره في الفصل السابق,3
554,وهي أوبة تردنا إلى أيام عشرة قضاها في مستشفي لا حاجة بنا إلى اسمه إذ كنا لن نعود إليه مرة ثانية,5
555,وهي عودة تردنا إلى أيام عشرة قضاها في مستشفي لا حاجة بنا إلى اسمه إذ كنا لن نعود إليه مرة ثانية,3
556,وكانت طلبتنا عنده قد زايلته,5
557,وكانت حاجتنا عنده قد فارقته,3
